id,location,date,avg_volume,status,predicted_avg_volume
3113,Airport Road,1/12/23,436.818,High,
4782,Airport Road,1/12/23,436.818,High,
83,Airport Road,1/13/23,270.4,Normal,
432,Airport Road,1/13/23,305.286,High,
1083,Airport Road,1/13/23,305.286,High,
1844,Airport Road,1/13/23,305.286,High,
2946,Airport Road,1/13/23,305.286,High,
4548,Airport Road,1/13/23,305.286,High,
117,Airport Road,1/14/23,354.083,High,
577,Airport Road,1/14/23,360.429,High,
1228,Airport Road,1/14/23,360.429,High,
2060,Airport Road,1/14/23,360.429,High,
3262,Airport Road,1/14/23,360.429,High,
4996,Airport Road,1/14/23,360.429,High,
41,Airport Road,1/15/23,434,High,
275,Airport Road,1/15/23,434,High,
926,Airport Road,1/15/23,434,High,
1623,Airport Road,1/15/23,434,High,
2624,Airport Road,1/15/23,434,High,
4077,Airport Road,1/15/23,434,High,
126,Airport Road,1/16/23,398.4,High,
612,Airport Road,1/16/23,348.5,High,
1263,Airport Road,1/16/23,348.5,High,
2106,Airport Road,1/16/23,348.5,High,
3324,Airport Road,1/16/23,348.5,High,
5083,Airport Road,1/16/23,348.5,High,
46,Airport Road,1/17/23,366.6,High,
299,Airport Road,1/17/23,417.286,High,
950,Airport Road,1/17/23,417.286,High,
1659,Airport Road,1/17/23,417.286,High,
2674,Airport Road,1/17/23,417.286,High,
4149,Airport Road,1/17/23,417.286,High,
156,Airport Road,1/18/23,502.5,High,
763,Airport Road,1/18/23,495.471,High,
1414,Airport Road,1/18/23,495.471,High,
2330,Airport Road,1/18/23,509.389,High,
3664,Airport Road,1/18/23,509.389,High,
5578,Airport Road,1/18/23,509.389,High,
34,Airport Road,1/19/23,582.25,High,
227,Airport Road,1/19/23,582.25,High,
878,Airport Road,1/19/23,582.25,High,
1553,Airport Road,1/19/23,582.25,High,
2522,Airport Road,1/19/23,582.25,High,
3937,Airport Road,1/19/23,582.25,High,
113,Airport Road,1/20/23,385.625,High,
562,Airport Road,1/20/23,390.889,High,
1213,Airport Road,1/20/23,390.889,High,
2033,Airport Road,1/20/23,390.889,High,
3223,Airport Road,1/20/23,390.889,High,
4939,Airport Road,1/20/23,390.889,High,
47,Airport Road,1/21/23,522,High,
312,Airport Road,1/21/23,557.444,High,
963,Airport Road,1/21/23,557.444,High,
1675,Airport Road,1/21/23,567.9,High,
2695,Airport Road,1/21/23,567.9,High,
4176,Airport Road,1/21/23,567.9,High,
67,Airport Road,1/22/23,484.6,High,
385,Airport Road,1/22/23,493.833,High,
1036,Airport Road,1/22/23,493.833,High,
1773,Airport Road,1/22/23,493.833,High,
2834,Airport Road,1/22/23,493.833,High,
4385,Airport Road,1/22/23,493.833,High,
49,Airport Road,1/23/23,394.5,High,
319,Airport Road,1/23/23,394.667,High,
970,Airport Road,1/23/23,394.667,High,
1682,Airport Road,1/23/23,394.667,High,
2704,Airport Road,1/23/23,394.667,High,
4186,Airport Road,1/23/23,394.667,High,
75,Airport Road,1/24/23,449,High,
403,Airport Road,1/24/23,449,High,
1054,Airport Road,1/24/23,449,High,
1797,Airport Road,1/24/23,480.167,High,
2869,Airport Road,1/24/23,480.167,High,
4434,Airport Road,1/24/23,480.167,High,
173,Airport Road,1/25/23,448.833,High,
823,Airport Road,1/25/23,397.111,High,
1474,Airport Road,1/25/23,397.111,High,
2403,Airport Road,1/25/23,397.111,High,
3773,Airport Road,1/25/23,397.111,High,
5738,Airport Road,1/25/23,397.111,High,
58,Airport Road,1/26/23,373.667,High,
345,Airport Road,1/26/23,356.5,High,
996,Airport Road,1/26/23,356.5,High,
1717,Airport Road,1/26/23,329.364,High,
2761,Airport Road,1/26/23,329.364,High,
4273,Airport Road,1/26/23,329.364,High,
68,Airport Road,1/27/23,450.25,High,
392,Airport Road,1/27/23,450.25,High,
1043,Airport Road,1/27/23,450.25,High,
1783,Airport Road,1/27/23,450.25,High,
2848,Airport Road,1/27/23,450.25,High,
4407,Airport Road,1/27/23,450.25,High,
111,Airport Road,1/28/23,376.75,High,
553,Airport Road,1/28/23,376.75,High,
1204,Airport Road,1/28/23,376.75,High,
2019,Airport Road,1/28/23,398.4,High,
3198,Airport Road,1/28/23,398.4,High,
4902,Airport Road,1/28/23,398.4,High,
109,Airport Road,1/29/23,398.692,High,
551,Airport Road,1/29/23,425,High,
1202,Airport Road,1/29/23,425,High,
2017,Airport Road,1/29/23,425,High,
3196,Airport Road,1/29/23,425,High,
4900,Airport Road,1/29/23,425,High,
154,Airport Road,1/30/23,316.375,High,
750,Airport Road,1/30/23,316.375,High,
1401,Airport Road,1/30/23,316.375,High,
2316,Airport Road,1/30/23,316.375,High,
3645,Airport Road,1/30/23,316.375,High,
5554,Airport Road,1/30/23,316.375,High,
804,Airport Road,1/31/23,719,High,
1455,Airport Road,1/31/23,719,High,
2381,Airport Road,1/31/23,719,High,
3742,Airport Road,1/31/23,719,High,
5695,Airport Road,1/31/23,719,High,
516,Airport Road,2/1/23,139,Normal,
1167,Airport Road,2/1/23,139,Normal,
1965,Airport Road,2/1/23,139,Normal,
3121,Airport Road,2/1/23,139,Normal,
4797,Airport Road,2/1/23,139,Normal,
566,Airport Road,2/3/23,366,High,
1217,Airport Road,2/3/23,366,High,
2037,Airport Road,2/3/23,366,High,
3227,Airport Road,2/3/23,366,High,
4943,Airport Road,2/3/23,366,High,
502,Airport Road,2/4/23,730,High,
1153,Airport Road,2/4/23,730,High,
1946,Airport Road,2/4/23,730,High,
3094,Airport Road,2/4/23,730,High,
4752,Airport Road,2/4/23,730,High,
726,Airport Road,2/5/23,564,High,
1377,Airport Road,2/5/23,564,High,
2272,Airport Road,2/5/23,465.333,High,
3574,Airport Road,2/5/23,465.333,High,
5443,Airport Road,2/5/23,465.333,High,
1791,Airport Road,2/7/23,151,Normal,
2858,Airport Road,2/7/23,151,Normal,
4417,Airport Road,2/7/23,151,Normal,
212,Airport Road,2/8/23,445.5,High,
863,Airport Road,2/8/23,445.5,High,
1527,Airport Road,2/8/23,445.5,High,
2482,Airport Road,2/8/23,445.5,High,
3886,Airport Road,2/8/23,445.5,High,
351,Airport Road,2/9/23,756,High,
1002,Airport Road,2/9/23,756,High,
1726,Airport Road,2/9/23,756,High,
2773,Airport Road,2/9/23,756,High,
4289,Airport Road,2/9/23,756,High,
488,Airport Road,2/10/23,484,High,
1139,Airport Road,2/10/23,484,High,
1928,Airport Road,2/10/23,484,High,
3068,Airport Road,2/10/23,484,High,
4715,Airport Road,2/10/23,484,High,
352,Airport Road,2/11/23,485,High,
1003,Airport Road,2/11/23,485,High,
1727,Airport Road,2/11/23,634.5,High,
2774,Airport Road,2/11/23,634.5,High,
4290,Airport Road,2/11/23,634.5,High,
554,Airport Road,2/12/23,477,High,
1205,Airport Road,2/12/23,477,High,
2020,Airport Road,2/12/23,477,High,
3199,Airport Road,2/12/23,477,High,
4903,Airport Road,2/12/23,477,High,
175,Airport Road,2/13/23,711,High,
826,Airport Road,2/13/23,711,High,
1477,Airport Road,2/13/23,532.667,High,
2410,Airport Road,2/13/23,532.667,High,
3781,Airport Road,2/13/23,532.667,High,
193,Airport Road,2/14/23,406.75,High,
844,Airport Road,2/14/23,406.75,High,
1504,Airport Road,2/14/23,406.75,High,
2450,Airport Road,2/14/23,406.75,High,
3836,Airport Road,2/14/23,406.75,High,
363,Airport Road,2/16/23,467,High,
1014,Airport Road,2/16/23,467,High,
1740,Airport Road,2/16/23,467,High,
2790,Airport Road,2/16/23,467,High,
4322,Airport Road,2/16/23,467,High,
436,Airport Road,2/17/23,280,Normal,
1087,Airport Road,2/17/23,280,Normal,
1848,Airport Road,2/17/23,280,Normal,
2950,Airport Road,2/17/23,280,Normal,
4552,Airport Road,2/17/23,280,Normal,
198,Airport Road,2/18/23,179.667,Normal,
849,Airport Road,2/18/23,179.667,Normal,
1511,Airport Road,2/18/23,179.667,Normal,
2462,Airport Road,2/18/23,179.667,Normal,
3852,Airport Road,2/18/23,179.667,Normal,
207,Airport Road,2/19/23,299.333,Normal,
858,Airport Road,2/19/23,299.333,Normal,
1522,Airport Road,2/19/23,299.333,Normal,
2476,Airport Road,2/19/23,299.333,Normal,
3874,Airport Road,2/19/23,299.333,Normal,
821,Airport Road,2/20/23,429.333,High,
1472,Airport Road,2/20/23,429.333,High,
2400,Airport Road,2/20/23,429.333,High,
3769,Airport Road,2/20/23,429.333,High,
5732,Airport Road,2/20/23,429.333,High,
607,Airport Road,2/21/23,258.333,Normal,
1258,Airport Road,2/21/23,258.333,Normal,
2100,Airport Road,2/21/23,222.25,Normal,
3311,Airport Road,2/21/23,222.25,Normal,
5066,Airport Road,2/21/23,222.25,Normal,
679,Airport Road,2/22/23,358,High,
1330,Airport Road,2/22/23,358,High,
2197,Airport Road,2/22/23,358,High,
3463,Airport Road,2/22/23,358,High,
5277,Airport Road,2/22/23,358,High,
272,Airport Road,2/23/23,469,High,
923,Airport Road,2/23/23,469,High,
1620,Airport Road,2/23/23,469,High,
2619,Airport Road,2/23/23,469,High,
4070,Airport Road,2/23/23,469,High,
230,Airport Road,2/24/23,296,Normal,
881,Airport Road,2/24/23,296,Normal,
1557,Airport Road,2/24/23,296,Normal,
2528,Airport Road,2/24/23,296,Normal,
3945,Airport Road,2/24/23,296,Normal,
374,Airport Road,2/25/23,439,High,
1025,Airport Road,2/25/23,439,High,
1757,Airport Road,2/25/23,439,High,
2810,Airport Road,2/25/23,439,High,
4356,Airport Road,2/25/23,439,High,
498,Airport Road,2/26/23,319,High,
1149,Airport Road,2/26/23,319,High,
1940,Airport Road,2/26/23,319,High,
3085,Airport Road,2/26/23,319,High,
4739,Airport Road,2/26/23,319,High,
770,Airport Road,2/27/23,223,Normal,
1421,Airport Road,2/27/23,223,Normal,
2340,Airport Road,2/27/23,223,Normal,
3676,Airport Road,2/27/23,223,Normal,
5592,Airport Road,2/27/23,223,Normal,
452,Airport Road,2/28/23,434,High,
1103,Airport Road,2/28/23,434,High,
1871,Airport Road,2/28/23,401,High,
2983,Airport Road,2/28/23,401,High,
4601,Airport Road,2/28/23,401,High,
601,Airport Road,3/1/23,495.5,High,
1252,Airport Road,3/1/23,495.5,High,
2091,Airport Road,3/1/23,495.5,High,
3301,Airport Road,3/1/23,495.5,High,
5047,Airport Road,3/1/23,495.5,High,
224,Airport Road,3/2/23,621,High,
875,Airport Road,3/2/23,621,High,
1549,Airport Road,3/2/23,621,High,
2517,Airport Road,3/2/23,621,High,
3930,Airport Road,3/2/23,621,High,
591,Airport Road,3/3/23,74,Normal,
1242,Airport Road,3/3/23,74,Normal,
2079,Airport Road,3/3/23,113,Normal,
3285,Airport Road,3/3/23,113,Normal,
5024,Airport Road,3/3/23,113,Normal,
638,Airport Road,3/5/23,212,Normal,
1289,Airport Road,3/5/23,212,Normal,
2143,Airport Road,3/5/23,212,Normal,
3386,Airport Road,3/5/23,212,Normal,
5167,Airport Road,3/5/23,212,Normal,
1842,Airport Road,3/7/23,465,High,
2941,Airport Road,3/7/23,465,High,
4540,Airport Road,3/7/23,465,High,
309,Airport Road,3/9/23,358,High,
960,Airport Road,3/9/23,358,High,
1670,Airport Road,3/9/23,358,High,
2688,Airport Road,3/9/23,358,High,
4168,Airport Road,3/9/23,358,High,
2203,Airport Road,3/13/23,87,Normal,
3473,Airport Road,3/13/23,87,Normal,
5292,Airport Road,3/13/23,87,Normal,
526,Airport Road,3/14/23,519.5,High,
1177,Airport Road,3/14/23,519.5,High,
1982,Airport Road,3/14/23,519.5,High,
3147,Airport Road,3/14/23,519.5,High,
4838,Airport Road,3/14/23,519.5,High,
340,Airport Road,3/16/23,373.75,High,
991,Airport Road,3/16/23,373.75,High,
1711,Airport Road,3/16/23,373.75,High,
2747,Airport Road,3/16/23,373.75,High,
4253,Airport Road,3/16/23,373.75,High,
685,Airport Road,3/17/23,678,High,
1336,Airport Road,3/17/23,678,High,
2205,Airport Road,3/17/23,678,High,
3478,Airport Road,3/17/23,678,High,
5302,Airport Road,3/17/23,678,High,
728,Airport Road,3/20/23,494,High,
1379,Airport Road,3/20/23,494,High,
2274,Airport Road,3/20/23,494,High,
3576,Airport Road,3/20/23,494,High,
5445,Airport Road,3/20/23,494,High,
610,Airport Road,3/21/23,360.333,High,
1261,Airport Road,3/21/23,360.333,High,
2104,Airport Road,3/21/23,360.333,High,
3318,Airport Road,3/21/23,360.333,High,
5075,Airport Road,3/21/23,360.333,High,
825,Airport Road,3/22/23,425,High,
1476,Airport Road,3/22/23,425,High,
2405,Airport Road,3/22/23,425,High,
3775,Airport Road,3/22/23,425,High,
5740,Airport Road,3/22/23,425,High,
640,Airport Road,3/23/23,769,High,
1291,Airport Road,3/23/23,769,High,
2145,Airport Road,3/23/23,769,High,
3388,Airport Road,3/23/23,769,High,
5169,Airport Road,3/23/23,769,High,
360,Airport Road,3/24/23,601.5,High,
1011,Airport Road,3/24/23,601.5,High,
1736,Airport Road,3/24/23,601.5,High,
2786,Airport Road,3/24/23,601.5,High,
4315,Airport Road,3/24/23,601.5,High,
1838,Airport Road,3/25/23,425,High,
2930,Airport Road,3/25/23,425,High,
4524,Airport Road,3/25/23,425,High,
2172,Airport Road,3/26/23,722,High,
3423,Airport Road,3/26/23,722,High,
5225,Airport Road,3/26/23,722,High,
449,Airport Road,3/28/23,163,Normal,
1100,Airport Road,3/28/23,163,Normal,
1868,Airport Road,3/28/23,163,Normal,
2980,Airport Road,3/28/23,163,Normal,
4598,Airport Road,3/28/23,163,Normal,
814,Airport Road,3/29/23,154,Normal,
1465,Airport Road,3/29/23,154,Normal,
2391,Airport Road,3/29/23,154,Normal,
3758,Airport Road,3/29/23,154,Normal,
5718,Airport Road,3/29/23,154,Normal,
364,Airport Road,3/30/23,709,High,
1015,Airport Road,3/30/23,709,High,
1741,Airport Road,3/30/23,482,High,
2791,Airport Road,3/30/23,482,High,
4323,Airport Road,3/30/23,482,High,
418,Airport Road,3/31/23,93,Normal,
1069,Airport Road,3/31/23,93,Normal,
1818,Airport Road,3/31/23,93,Normal,
2901,Airport Road,3/31/23,93,Normal,
4483,Airport Road,3/31/23,93,Normal,
1970,Airport Road,4/1/23,236,Normal,
3128,Airport Road,4/1/23,236,Normal,
4806,Airport Road,4/1/23,236,Normal,
594,Airport Road,4/4/23,500.5,High,
1245,Airport Road,4/4/23,500.5,High,
2083,Airport Road,4/4/23,500.5,High,
3291,Airport Road,4/4/23,500.5,High,
5035,Airport Road,4/4/23,500.5,High,
314,Airport Road,4/5/23,388,High,
965,Airport Road,4/5/23,388,High,
1677,Airport Road,4/5/23,388,High,
2697,Airport Road,4/5/23,388,High,
4178,Airport Road,4/5/23,388,High,
555,Airport Road,4/6/23,603,High,
1206,Airport Road,4/6/23,603,High,
2021,Airport Road,4/6/23,414,High,
3200,Airport Road,4/6/23,414,High,
4904,Airport Road,4/6/23,414,High,
776,Airport Road,4/7/23,706,High,
1427,Airport Road,4/7/23,706,High,
2347,Airport Road,4/7/23,706,High,
3685,Airport Road,4/7/23,706,High,
5605,Airport Road,4/7/23,706,High,
244,Airport Road,4/8/23,374.333,High,
895,Airport Road,4/8/23,374.333,High,
1578,Airport Road,4/8/23,374.333,High,
2561,Airport Road,4/8/23,374.333,High,
3996,Airport Road,4/8/23,374.333,High,
2059,Airport Road,4/9/23,239,Normal,
3253,Airport Road,4/9/23,239,Normal,
4983,Airport Road,4/9/23,239,Normal,
602,Airport Road,4/10/23,589,High,
1253,Airport Road,4/10/23,589,High,
2092,Airport Road,4/10/23,493,High,
3302,Airport Road,4/10/23,493,High,
5048,Airport Road,4/10/23,493,High,
472,Airport Road,4/11/23,405,High,
1123,Airport Road,4/11/23,405,High,
1905,Airport Road,4/11/23,405,High,
3039,Airport Road,4/11/23,405,High,
4679,Airport Road,4/11/23,405,High,
1991,Airport Road,4/12/23,558,High,
3160,Airport Road,4/12/23,558,High,
4853,Airport Road,4/12/23,558,High,
195,Airport Road,4/13/23,81,Normal,
846,Airport Road,4/13/23,81,Normal,
1508,Airport Road,4/13/23,81,Normal,
2455,Airport Road,4/13/23,81,Normal,
3844,Airport Road,4/13/23,81,Normal,
268,Airport Road,4/14/23,528,High,
919,Airport Road,4/14/23,528,High,
1614,Airport Road,4/14/23,528,High,
2609,Airport Road,4/14/23,528,High,
4059,Airport Road,4/14/23,528,High,
358,Airport Road,4/15/23,656,High,
1009,Airport Road,4/15/23,656,High,
1734,Airport Road,4/15/23,656,High,
2783,Airport Road,4/15/23,656,High,
4309,Airport Road,4/15/23,656,High,
789,Airport Road,4/16/23,659,High,
1440,Airport Road,4/16/23,659,High,
2363,Airport Road,4/16/23,659,High,
3710,Airport Road,4/16/23,659,High,
5641,Airport Road,4/16/23,659,High,
179,Airport Road,4/17/23,539.5,High,
830,Airport Road,4/17/23,539.5,High,
1483,Airport Road,4/17/23,622,High,
2421,Airport Road,4/17/23,622,High,
3794,Airport Road,4/17/23,622,High,
408,Airport Road,4/19/23,628,High,
1059,Airport Road,4/19/23,628,High,
1806,Airport Road,4/19/23,504,High,
2884,Airport Road,4/19/23,504,High,
4459,Airport Road,4/19/23,504,High,
536,Airport Road,4/21/23,340,High,
1187,Airport Road,4/21/23,340,High,
1997,Airport Road,4/21/23,340,High,
3171,Airport Road,4/21/23,340,High,
4865,Airport Road,4/21/23,340,High,
306,Airport Road,4/22/23,497.5,High,
957,Airport Road,4/22/23,497.5,High,
1667,Airport Road,4/22/23,497.5,High,
2685,Airport Road,4/22/23,497.5,High,
4165,Airport Road,4/22/23,497.5,High,
541,Airport Road,4/23/23,243,Normal,
1192,Airport Road,4/23/23,243,Normal,
2002,Airport Road,4/23/23,354.5,High,
3176,Airport Road,4/23/23,354.5,High,
4870,Airport Road,4/23/23,354.5,High,
288,Airport Road,4/24/23,441.333,High,
939,Airport Road,4/24/23,441.333,High,
1644,Airport Road,4/24/23,441.333,High,
2652,Airport Road,4/24/23,441.333,High,
4116,Airport Road,4/24/23,441.333,High,
663,Airport Road,4/25/23,485.667,High,
1314,Airport Road,4/25/23,485.667,High,
2176,Airport Road,4/25/23,485.667,High,
3428,Airport Road,4/25/23,485.667,High,
5232,Airport Road,4/25/23,485.667,High,
723,Airport Road,4/27/23,697,High,
1374,Airport Road,4/27/23,697,High,
2266,Airport Road,4/27/23,697,High,
3562,Airport Road,4/27/23,697,High,
5427,Airport Road,4/27/23,697,High,
482,Airport Road,4/29/23,511,High,
1133,Airport Road,4/29/23,511,High,
1917,Airport Road,4/29/23,511,High,
3052,Airport Road,4/29/23,511,High,
4693,Airport Road,4/29/23,511,High,
684,Airport Road,4/30/23,279,Normal,
1335,Airport Road,4/30/23,279,Normal,
2204,Airport Road,4/30/23,186.5,Normal,
3477,Airport Road,4/30/23,186.5,Normal,
5301,Airport Road,4/30/23,186.5,Normal,
694,Airport Road,5/1/23,317,High,
1345,Airport Road,5/1/23,317,High,
2222,Airport Road,5/1/23,317,High,
3499,Airport Road,5/1/23,317,High,
5335,Airport Road,5/1/23,317,High,
379,Airport Road,5/3/23,500,High,
1030,Airport Road,5/3/23,500,High,
1763,Airport Road,5/3/23,500,High,
2820,Airport Road,5/3/23,500,High,
4369,Airport Road,5/3/23,500,High,
448,Airport Road,5/4/23,188,Normal,
1099,Airport Road,5/4/23,188,Normal,
1864,Airport Road,5/4/23,232.5,Normal,
2975,Airport Road,5/4/23,232.5,Normal,
4590,Airport Road,5/4/23,232.5,Normal,
658,Airport Road,5/5/23,461,High,
1309,Airport Road,5/5/23,461,High,
2168,Airport Road,5/5/23,461,High,
3418,Airport Road,5/5/23,461,High,
5217,Airport Road,5/5/23,461,High,
367,Airport Road,5/7/23,516.5,High,
1018,Airport Road,5/7/23,516.5,High,
1748,Airport Road,5/7/23,483,High,
2801,Airport Road,5/7/23,483,High,
4344,Airport Road,5/7/23,483,High,
764,Airport Road,5/8/23,629,High,
1415,Airport Road,5/8/23,629,High,
2331,Airport Road,5/8/23,629,High,
3665,Airport Road,5/8/23,629,High,
5579,Airport Road,5/8/23,629,High,
434,Airport Road,5/9/23,61,Normal,
1085,Airport Road,5/9/23,61,Normal,
1846,Airport Road,5/9/23,61,Normal,
2948,Airport Road,5/9/23,61,Normal,
4550,Airport Road,5/9/23,61,Normal,
480,Airport Road,5/10/23,210.5,Normal,
1131,Airport Road,5/10/23,210.5,Normal,
1915,Airport Road,5/10/23,210.5,Normal,
3050,Airport Road,5/10/23,210.5,Normal,
4691,Airport Road,5/10/23,210.5,Normal,
490,Airport Road,5/11/23,235,Normal,
1141,Airport Road,5/11/23,235,Normal,
1930,Airport Road,5/11/23,235,Normal,
3070,Airport Road,5/11/23,235,Normal,
4717,Airport Road,5/11/23,235,Normal,
539,Airport Road,5/12/23,733,High,
1190,Airport Road,5/12/23,733,High,
2000,Airport Road,5/12/23,701.333,High,
3174,Airport Road,5/12/23,701.333,High,
4868,Airport Road,5/12/23,701.333,High,
430,Airport Road,5/13/23,303,High,
1081,Airport Road,5/13/23,303,High,
1839,Airport Road,5/13/23,303,High,
2933,Airport Road,5/13/23,303,High,
4528,Airport Road,5/13/23,303,High,
456,Airport Road,5/15/23,272,Normal,
1107,Airport Road,5/15/23,272,Normal,
1876,Airport Road,5/15/23,272,Normal,
2992,Airport Road,5/15/23,272,Normal,
4613,Airport Road,5/15/23,272,Normal,
510,Airport Road,5/16/23,444,High,
1161,Airport Road,5/16/23,444,High,
1955,Airport Road,5/16/23,444,High,
3104,Airport Road,5/16/23,444,High,
4765,Airport Road,5/16/23,444,High,
2026,Airport Road,5/17/23,91,Normal,
3208,Airport Road,5/17/23,91,Normal,
4914,Airport Road,5/17/23,91,Normal,
817,Airport Road,5/19/23,327,High,
1468,Airport Road,5/19/23,327,High,
2394,Airport Road,5/19/23,508.75,High,
3761,Airport Road,5/19/23,508.75,High,
5721,Airport Road,5/19/23,508.75,High,
521,Airport Road,5/20/23,380,High,
1172,Airport Road,5/20/23,380,High,
1974,Airport Road,5/20/23,380,High,
3135,Airport Road,5/20/23,380,High,
4816,Airport Road,5/20/23,380,High,
239,Airport Road,5/21/23,208.5,Normal,
890,Airport Road,5/21/23,208.5,Normal,
1569,Airport Road,5/21/23,208.5,Normal,
2543,Airport Road,5/21/23,208.5,Normal,
3972,Airport Road,5/21/23,208.5,Normal,
660,Airport Road,5/22/23,468.333,High,
1311,Airport Road,5/22/23,468.333,High,
2171,Airport Road,5/22/23,430.5,High,
3422,Airport Road,5/22/23,430.5,High,
5224,Airport Road,5/22/23,430.5,High,
2265,Airport Road,5/23/23,800,High,
3559,Airport Road,5/23/23,800,High,
5419,Airport Road,5/23/23,800,High,
454,Airport Road,5/24/23,444.333,High,
1105,Airport Road,5/24/23,444.333,High,
1874,Airport Road,5/24/23,444.333,High,
2990,Airport Road,5/24/23,444.333,High,
4611,Airport Road,5/24/23,444.333,High,
622,Airport Road,5/25/23,625.5,High,
1273,Airport Road,5/25/23,625.5,High,
2122,Airport Road,5/25/23,625.5,High,
3347,Airport Road,5/25/23,625.5,High,
5117,Airport Road,5/25/23,625.5,High,
629,Airport Road,5/26/23,717,High,
1280,Airport Road,5/26/23,717,High,
2132,Airport Road,5/26/23,454,High,
3369,Airport Road,5/26/23,454,High,
5145,Airport Road,5/26/23,454,High,
496,Airport Road,5/27/23,735,High,
1147,Airport Road,5/27/23,735,High,
1938,Airport Road,5/27/23,647.5,High,
3083,Airport Road,5/27/23,647.5,High,
4737,Airport Road,5/27/23,647.5,High,
721,Airport Road,5/28/23,110,Normal,
1372,Airport Road,5/28/23,110,Normal,
2262,Airport Road,5/28/23,110,Normal,
3553,Airport Road,5/28/23,110,Normal,
5410,Airport Road,5/28/23,110,Normal,
205,Airport Road,5/29/23,490,High,
856,Airport Road,5/29/23,490,High,
1519,Airport Road,5/29/23,490,High,
2472,Airport Road,5/29/23,490,High,
3866,Airport Road,5/29/23,490,High,
2397,Airport Road,5/30/23,67,Normal,
3764,Airport Road,5/30/23,67,Normal,
5724,Airport Road,5/30/23,67,Normal,
756,Airport Road,5/31/23,610.5,High,
1407,Airport Road,5/31/23,610.5,High,
2323,Airport Road,5/31/23,610.5,High,
3653,Airport Road,5/31/23,610.5,High,
5562,Airport Road,5/31/23,610.5,High,
549,Airport Road,6/1/23,328,High,
1200,Airport Road,6/1/23,328,High,
2013,Airport Road,6/1/23,470.667,High,
3192,Airport Road,6/1/23,470.667,High,
4891,Airport Road,6/1/23,470.667,High,
664,Airport Road,6/2/23,767,High,
1315,Airport Road,6/2/23,767,High,
2179,Airport Road,6/2/23,767,High,
3431,Airport Road,6/2/23,767,High,
5235,Airport Road,6/2/23,767,High,
2407,Airport Road,6/4/23,498,High,
3777,Airport Road,6/4/23,498,High,
5742,Airport Road,6/4/23,498,High,
608,Airport Road,6/6/23,518.75,High,
